hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,company,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date,name,email,phone-number,credit_card,token
Resort Hotel,0,113,2015,July,29,16,2,6,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,1,No Deposit,67.0,,0,Transient,96.3,0,0,Check-Out,2015-07-24,Andrew Compton,Andrew_C@gmail.com,405-771-3499,************8820,724cd1e74f1c683f24c9e934f3c7d496
Resort Hotel,0,21,2015,July,29,16,4,10,1,0.0,0,HB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,,,0,Transient,160.0,0,0,Check-Out,2015-07-30,Mary Wilson,Mary_W@verizon.com,531-690-2903,************5082,c22cd1c675607f2a88f1efacf2aeb2f5
Resort Hotel,0,6,2015,July,29,17,0,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,0.0,0,1,Check-Out,2015-07-17,Elizabeth Andrews,Andrews.Elizabeth@zoho.com,173-916-1509,************3876,23f078d6c77b71a55b686caf5cb32822
Resort Hotel,0,7,2015,July,29,17,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,F,0,No Deposit,,,0,Transient,127.25,0,1,Check-Out,2015-07-19,Charles Trujillo,Trujillo_Charles@yandex.com,139-999-4078,************6468,94a22dfd13f510e39c37599c33942eca
Resort Hotel,0,17,2015,July,29,17,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,F,0,No Deposit,240.0,,0,Transient,164.0,0,2,Check-Out,2015-07-19,Melissa Bryant,Melissa_B@verizon.com,852-385-7791,************7088,543efbfe9d893190384f441730ae256b
Resort Hotel,0,1,2015,July,29,17,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,E,0,No Deposit,240.0,,0,Transient,144.5,0,0,Check-Out,2015-07-19,Joe Smith,Joe_S46@protonmail.com,686-204-5384,************8283,e21ae7e4025050f9dfec5270703149bc
Resort Hotel,0,2,2015,July,29,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,112.0,0,0,Check-Out,2015-07-19,Bianca Robinson,Robinson.Bianca@zoho.com,151-297-9917,************4004,aae00e31ec2edf4bf98f5ac4b12b40c3
Resort Hotel,1,15,2015,July,29,17,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,134.0,0,1,Canceled,2015-07-06,Paula Robles,PRobles@comcast.net,536-967-5212,************9944,807b641e6a885fac43f4bb4526a1270d
Resort Hotel,1,7,2015,July,29,17,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,127.25,0,1,Canceled,2015-07-13,Cheryl Reyes,CherylReyes@mail.com,396-044-9712,************7066,933d473bb2c6e7f67b1fa3f90d02b205
Resort Hotel,0,11,2015,July,29,17,0,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,155.5,1,0,Check-Out,2015-07-19,Jordan Fleming,Jordan.F12@att.com,267-216-2614,************8621,7d7af899372711d8f7ad3a3c6e56b93b
Resort Hotel,1,6,2015,July,29,17,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,241.0,,0,Transient,110.5,0,1,No-Show,2015-07-17,Troy Morales,Troy_M@zoho.com,376-268-7634,************1174,f662cdf70a77e3ca1645fe19686c0542
Resort Hotel,0,1,2015,July,29,17,0,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,144.5,0,0,Check-Out,2015-07-19,Mark Norman,Mark.N@aol.com,693-436-8202,************7975,c42de9db9ffffe6870a754ddce6f1ef2
Resort Hotel,0,1,2015,July,29,17,0,2,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,D,E,0,No Deposit,250.0,,0,Transient,144.5,0,0,Check-Out,2015-07-19,Andrew Burch,Andrew_Burch80@xfinity.com,775-821-7592,************9019,e3d7009f632aced91f4d64b946a399c7
Resort Hotel,0,48,2015,July,29,17,0,2,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,D,F,0,No Deposit,196.0,,0,Transient,123.0,0,0,Check-Out,2015-07-19,Angie Carter,Angie.C@zoho.com,316-970-1612,************1357,7fd684cc78d1e8599874f01bb16a534a
Resort Hotel,0,15,2015,July,29,17,0,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,E,0,No Deposit,240.0,,0,Transient,120.6,0,1,Check-Out,2015-07-19,Daniel Small,Daniel.Small@att.com,622-163-5016,************4116,83d77f81d5ab97d6fc3d653a11cdc855
Resort Hotel,1,3,2015,July,29,17,0,2,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,107.6,0,0,No-Show,2015-07-17,Tiffany George,Tiffany_George@att.com,242-036-1745,************4121,d6861820e957786cabc26e4cf6f8217e
Resort Hotel,1,23,2015,July,29,17,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,0,1,Canceled,2015-07-04,Edward Moore,Edward.M@att.com,292-559-5660,************3554,2d08e0b608ecc7cd040772de823eea64
Resort Hotel,0,53,2015,July,29,17,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152.0,,0,Transient-Party,107.0,0,0,Check-Out,2015-07-22,Hailey Jones,Hailey_J@yandex.com,656-274-5320,************4752,7f092fb756353bd00ef5a82503bd5a1d
Resort Hotel,0,53,2015,July,29,17,2,3,2,1.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152.0,,0,Transient-Party,133.75,1,0,Check-Out,2015-07-22,Miss Sharon Bowman MD,Miss_MD@verizon.com,644-188-4937,************3488,4799ffbe077058ef2d8729c38a059312
Resort Hotel,0,94,2015,July,29,17,2,3,2,0.0,0,BB,ESP,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,103.5,0,0,Check-Out,2015-07-22,Tiffany Willis,Tiffany_Willis@gmail.com,236-829-3521,************2456,2c9745d76bfcf68e00b88873baee15ad
Resort Hotel,0,64,2015,July,29,17,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient-Party,84.8,0,1,Check-Out,2015-07-22,Jonathan Arnold,JArnold@yandex.com,630-070-6368,************4883,f0ea6f66185ad0674982e0b43b9e016c
Resort Hotel,0,53,2015,July,29,17,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152.0,,0,Transient-Party,107.0,0,0,Check-Out,2015-07-22,Sheena Martin,Martin_Sheena98@zoho.com,907-537-3806,************1518,b28a929350f1c809e0a7135d02adeed4
Resort Hotel,0,53,2015,July,29,17,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152.0,,0,Transient-Party,107.0,1,0,Check-Out,2015-07-22,Shannon Ross,Shannon.R51@xfinity.com,176-902-1799,************6544,96dd6bf063273aea69994fb3e9d8ec75
Resort Hotel,0,64,2015,July,29,17,2,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,175.0,,0,Transient-Party,84.8,0,1,Check-Out,2015-07-22,Stephanie Davis,SDavis@outlook.com,646-143-1086,************2490,ef5ecbbb7f573eab8836b10e785a1bc8
Resort Hotel,0,53,2015,July,29,17,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,152.0,,0,Transient-Party,107.0,1,0,Check-Out,2015-07-22,Kathleen Roy,KRoy@mail.com,478-909-5696,************7796,b15a3f1c3a6b1255a88cde884b0ace9c
Resort Hotel,0,24,2015,July,29,17,2,3,3,1.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,1,No Deposit,,,0,Transient,195.0,0,1,Check-Out,2015-07-22,Dakota Evans,Evans_Dakota@verizon.com,756-306-9387,************4629,5a5fada266e1f940e037bc90861ed6ec
Resort Hotel,0,24,2015,July,29,17,2,4,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,164.0,0,0,Check-Out,2015-07-23,Jennifer Graves,Graves_Jennifer@gmail.com,743-384-8982,************3627,cc8f0a6fc9a3e920cd4f0a49cd542c02
Resort Hotel,0,23,2015,July,29,17,2,5,2,2.0,0,BB,ESP,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,195.0,0,0,Check-Out,2015-07-24,Jennifer Gray,Jennifer.G@outlook.com,971-128-5751,************4401,3817ae692f98786b3cdf609865e83d61
Resort Hotel,0,53,2015,July,29,17,2,5,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,D,1,No Deposit,240.0,,0,Transient,125.0,0,2,Check-Out,2015-07-24,Steven Oliver,Steven_O60@zoho.com,237-705-4085,************9301,f5631d7e9f7de0ee739df269f399eaa8
Resort Hotel,1,23,2015,July,29,17,2,5,2,2.0,0,BB,PRT,Direct,Direct,0,0,0,G,G,0,No Deposit,250.0,,0,Transient,195.0,0,0,Canceled,2015-06-24,Ricky Brady,Brady.Ricky@outlook.com,866-679-8545,************9786,e8b303c48d660bf4f69c11a090fef9e9
Resort Hotel,0,90,2015,July,29,17,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,132.3,0,3,Check-Out,2015-07-24,Peter Anderson,Peter_Anderson91@comcast.net,729-100-2022,************8554,fbec3f807282b4557e10fb1e3e15b28e
Resort Hotel,0,79,2015,July,29,17,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,145.0,0,2,Check-Out,2015-07-24,Robert Thornton,Thornton_Robert@aol.com,932-060-8305,************5559,975b8bb7196b7daff33a2260cfe593f5
Resort Hotel,0,43,2015,July,29,17,2,5,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,142.0,,0,Transient,92.0,0,0,Check-Out,2015-07-24,Rebecca Edwards,Rebecca.E@att.com,320-140-5144,************2812,dbf1022c7369ec5711553f873768b17b
Resort Hotel,0,90,2015,July,29,17,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,132.3,0,3,Check-Out,2015-07-24,Janet Brewer,Brewer.Janet@yandex.com,636-572-5977,************5153,01644039f2125711af26dded41c45a28
Resort Hotel,0,65,2015,July,29,17,2,6,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,147.0,0,2,Check-Out,2015-07-25,Melissa Hart,Melissa.Hart82@hotmail.com,198-215-6392,************3093,73639dddaeb5ae3fcfcc30584f8b69a7
Resort Hotel,0,65,2015,July,29,17,2,6,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,167.0,1,2,Check-Out,2015-07-25,Megan Carter,MCarter@protonmail.com,394-509-3733,************9886,65696c2db8892f250e53627e15a5e86d
Resort Hotel,0,99,2015,July,29,17,2,6,3,0.0,0,BB,FRA,Direct,Direct,0,0,0,H,H,0,No Deposit,250.0,,0,Transient,210.0,0,1,Check-Out,2015-07-25,Christopher Anderson,CAnderson@zoho.com,753-519-9828,************7380,2badfdf635d5d8c1170816b49f8bb9f1
Resort Hotel,0,25,2015,July,29,17,3,7,2,0.0,0,HB,ESP,Direct,Direct,0,0,0,F,F,1,No Deposit,,,0,Transient,194.9,0,2,Check-Out,2015-07-27,Patricia Blevins,Blevins_Patricia81@aol.com,732-152-1317,************5205,57479d78d22c4cde49a683ac6b3df34b
Resort Hotel,0,92,2015,July,29,17,1,2,2,0.0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240.0,,0,Transient,103.5,1,3,Check-Out,2015-07-20,Hunter Smith,Hunter.S@xfinity.com,803-117-4063,************6486,e96c1dadb12c3ac902d9454afbe84df4
Resort Hotel,0,91,2015,July,29,17,1,2,2,1.0,0,BB,BWA,Online TA,TA/TO,0,0,0,A,A,3,No Deposit,240.0,,0,Transient,118.5,0,3,Check-Out,2015-07-20,Monique Crosby,Monique_C@outlook.com,329-251-7629,************5047,33e20f7cdb0f76b045cab62d703e9739
Resort Hotel,0,38,2015,July,29,17,1,2,2,1.0,0,HB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,192.0,0,1,Check-Out,2015-07-20,Cynthia Lee,CynthiaLee80@xfinity.com,459-240-2782,************1712,fd8abe4971f282ec555a7cce947c3efd
Resort Hotel,0,6,2015,July,29,17,1,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,142.0,,0,Contract,128.27,0,0,Check-Out,2015-07-20,Jacob Evans,Jacob.E56@aol.com,426-205-7651,************2759,687e388e928d4a41150fc745dfb726f5
Resort Hotel,0,38,2015,July,29,17,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,135.0,0,0,Check-Out,2015-07-20,Jennifer Brown,Jennifer.Brown@gmail.com,546-407-4553,************4288,5b34b44fc8cf3c7746e25c9cb0839d27
Resort Hotel,0,13,2015,July,29,17,1,2,2,0.0,0,BB,DEU,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,126.3,0,2,Check-Out,2015-07-20,Michael Cooper,MichaelCooper@comcast.net,901-586-3616,************7272,882d3591dadc20168b2cab383ec904fa
Resort Hotel,1,32,2015,July,29,17,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,154.0,0,0,Canceled,2015-06-24,Tony Bush,Tony.Bush@protonmail.com,952-624-6492,************3077,f4b829521a62e4b0b4413de7796200ce
Resort Hotel,0,315,2015,July,29,17,1,2,2,0.0,0,BB,IRL,Offline TA/TO,TA/TO,0,0,0,A,D,0,No Deposit,171.0,,0,Transient,96.3,0,0,Check-Out,2015-07-20,Joshua Kidd,Joshua_K@att.com,633-694-9073,************4769,398439813027223fd6e4bb10c8d4dbed
Resort Hotel,0,8,2015,July,29,17,1,2,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,240.0,,0,Transient,126.3,0,2,Check-Out,2015-07-20,Jamie Hernandez,Hernandez_Jamie@xfinity.com,191-595-2844,************5140,6ee7250ac370f43642960c88721e437f
Resort Hotel,1,0,2015,July,29,17,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,L,C,0,No Deposit,,,0,Transient,136.0,0,0,Canceled,2015-07-17,Rodney Conner,Rodney_C89@verizon.com,917-447-5322,************8021,97a771f880adfd1e89d518f61904b311
Resort Hotel,0,91,2015,July,29,17,1,2,2,1.0,0,BB,MOZ,Online TA,TA/TO,0,0,0,A,A,4,No Deposit,240.0,,0,Transient,118.5,0,3,Check-Out,2015-07-20,Marcus Smith,MarcusSmith@verizon.com,716-719-3813,************1928,5fa4f6d07d6742a4d54f8ff721679d38
Resort Hotel,0,3,2015,July,29,17,1,2,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,240.0,,0,Transient,116.33,1,1,Check-Out,2015-07-20,Maria Mathews,Maria.Mathews@xfinity.com,378-841-6181,************7569,e7733da560b59f63f111325d4faad9b3
Resort Hotel,0,9,2015,July,29,17,2,2,3,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,164.0,0,1,Check-Out,2015-07-21,Sarah Ramirez,Ramirez_Sarah91@yandex.com,625-640-0396,************5553,c0706f272b288ae33609b0ac309b903c
Resort Hotel,0,19,2015,July,29,18,2,1,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,D,F,0,No Deposit,240.0,,0,Transient,147.67,0,2,Check-Out,2015-07-21,Jessica Cooper,Cooper_Jessica93@gmail.com,529-640-4850,************8733,9bf68957ebcb029f924fa62ef0d4ff4f
Resort Hotel,0,25,2015,July,29,18,2,4,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,250.0,,0,Transient,145.0,0,0,Check-Out,2015-07-24,William Sullivan,William_Sullivan@zoho.com,797-919-5202,************3501,88edbd035d11b2cb69b51ed66cb4cca9
Resort Hotel,0,108,2015,July,29,18,2,4,2,1.0,0,HB,LUX,Online TA,TA/TO,0,0,0,A,A,1,No Deposit,240.0,,0,Transient,147.0,1,2,Check-Out,2015-07-24,Michael Myers,Michael.M@protonmail.com,518-132-2673,************5844,c2df01c10c8efc2760e3a431744d1ec8
Resort Hotel,1,37,2015,July,29,18,2,4,2,2.0,0,HB,PRT,Online TA,TA/TO,0,0,0,C,C,0,No Deposit,242.0,,0,Transient,168.3,0,0,Canceled,2015-07-18,Charles Wallace,CharlesWallace@mail.com,858-030-1199,************4581,f8c12aaf45e0be37b3091557a99e3e04
Resort Hotel,0,45,2015,July,29,18,2,5,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,167.0,0,0,Check-Out,2015-07-25,Katie Caldwell MD,MD_Katie94@comcast.net,583-151-2764,************4827,1064a3cdc09a0e8b2ae01d0460fbae51
Resort Hotel,0,64,2015,July,29,18,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,0,No Deposit,,,0,Transient,137.75,1,1,Check-Out,2015-07-25,Melinda Vaughn,Vaughn_Melinda@mail.com,377-173-2317,************5735,d4ca52df67a6e5a05d6030304f2fdf5b
Resort Hotel,0,44,2015,July,29,18,2,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,E,E,1,No Deposit,250.0,,0,Transient,145.0,0,0,Check-Out,2015-07-22,Ryan Hernandez,Ryan.H@aol.com,891-867-4548,************4463,f9c615ef684b3577613b65a003349c0a
Resort Hotel,0,26,2015,July,29,18,2,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,132.6,1,0,Check-Out,2015-07-22,Kaitlyn Price,Kaitlyn.P@verizon.com,691-398-3353,************1475,5462ad2d344053bdd11ed742c13aa210
Resort Hotel,1,96,2015,July,29,18,2,2,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,147.0,0,0,Canceled,2015-04-29,Ian Ruiz,Ruiz_Ian33@aol.com,609-232-7724,************4407,90ddf76b0ba4fefb42226fd66a60137c
Resort Hotel,1,123,2015,July,29,18,2,2,2,0.0,1,BB,PRT,Online TA,TA/TO,0,0,0,E,E,1,No Deposit,240.0,,0,Transient,157.0,0,2,Canceled,2015-06-04,Kristen Johnson,Kristen.Johnson90@aol.com,370-321-0168,************6702,7757c84a8c2506461709a12c0b741536
Resort Hotel,1,42,2015,July,29,18,2,3,2,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,H,H,0,No Deposit,240.0,,0,Transient,210.0,0,0,Canceled,2015-06-11,Raymond Brandt,Brandt.Raymond@mail.com,319-878-4862,************8566,cbb78386fa3320188220e2607058e151
Resort Hotel,0,59,2015,July,29,18,2,3,2,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,E,E,0,No Deposit,8.0,,0,Contract,132.5,0,0,Check-Out,2015-07-23,Cindy Ali,Cindy_A@aol.com,724-926-3351,************9304,952f3d3de93d759fb949177002ccb0f2
Resort Hotel,0,28,2015,July,29,18,2,3,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,241.0,,0,Transient,98.02,0,1,Check-Out,2015-07-23,Anthony Dean,Anthony.D@yahoo.com,344-669-7638,************4903,1b6a68b73038d75274bfc6d19cf684b7
Resort Hotel,0,106,2015,July,29,18,2,3,2,1.0,1,BB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,126.0,0,2,Check-Out,2015-07-23,Crystal Wright,Crystal_W@protonmail.com,998-795-3167,************5459,4c533f710386c9b386b297ae762f9128
Resort Hotel,0,1,2015,July,29,18,0,1,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,173.0,0,1,Check-Out,2015-07-19,Margaret Hernandez,Hernandez.Margaret@comcast.net,625-354-9636,************9281,406e49617dc4b96987f40579a43f1bb2
Resort Hotel,0,0,2015,July,29,18,0,1,2,2.0,0,FB,PRT,Direct,Direct,0,0,0,C,C,0,No Deposit,,,0,Transient,249.0,0,0,Check-Out,2015-07-19,Brian Shepherd,Shepherd.Brian56@hotmail.com,383-899-7976,************4300,de33cfbd855b7e3ca1c97d17b4acc337
Resort Hotel,0,4,2015,July,29,18,1,1,1,2.0,0,BB,PRT,Online TA,TA/TO,0,0,0,G,G,0,No Deposit,240.0,,0,Transient,186.5,0,0,Check-Out,2015-07-20,James Burton,James.Burton@gmail.com,118-901-2079,************3694,ee252542db6c5b750d1e5b3e80eaebd9
Resort Hotel,0,3,2015,July,29,18,2,1,1,0.0,0,BB,CN,Direct,Direct,0,0,0,D,E,0,No Deposit,,,0,Transient,95.0,0,1,Check-Out,2015-07-21,Bruce Rollins,Bruce.R@outlook.com,479-820-9227,************5155,223775d6bb6614ca309af3155742f70d
Resort Hotel,0,73,2015,July,29,18,2,5,2,1.0,0,FB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,241.5,0,2,Check-Out,2015-07-25,Anne Franklin,AnneFranklin@zoho.com,556-488-1764,************4474,d9b9c4afb464bedf30410fb9577a3d65
Resort Hotel,0,44,2015,July,29,18,2,5,2,0.0,0,HB,ESP,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,177.0,1,0,Check-Out,2015-07-25,Janet Cooke,Janet.Cooke96@zoho.com,626-569-8510,************6279,33b0cb4f5a4de119ead9cd3cda1037c5
Resort Hotel,0,95,2015,July,29,18,2,5,2,0.0,0,FB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,5.0,,0,Transient,153.73,1,0,Check-Out,2015-07-25,Patrick Thompson,PatrickThompson@aol.com,453-274-8585,************9425,dea65cd885a06be0fe6327f46f30c695
Resort Hotel,0,94,2015,July,29,18,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,115.0,0,1,Check-Out,2015-07-25,Amy Harrington,Amy_Harrington@yandex.com,162-240-2695,************6776,89fdadc6d53d2a32f3a5bbadcabb1edb
Resort Hotel,1,40,2015,July,29,18,2,5,2,0.0,0,HB,PRT,Offline TA/TO,TA/TO,0,0,0,D,D,0,No Deposit,196.0,,0,Transient,127.03,0,2,Canceled,2015-06-24,Stacy Smith,Smith.Stacy@mail.com,209-301-0118,************2322,32d43bf758bba3e2654c1cb5a74291d5
Resort Hotel,0,64,2015,July,29,18,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,128.25,0,1,Check-Out,2015-07-25,Jessica Davis,JessicaDavis@hotmail.com,627-126-9246,************3344,2e06a76dd13f273fdc1d0dc69ec268a8
Resort Hotel,0,64,2015,July,29,18,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,,,0,Transient,128.25,0,1,Check-Out,2015-07-25,Dr. Nicole Ortiz,Dr._O@xfinity.com,241-653-0641,************1294,d6d436d7f77c93a4548673b411465668
Resort Hotel,0,94,2015,July,29,18,2,5,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,D,0,No Deposit,250.0,,0,Transient,115.0,0,1,Check-Out,2015-07-25,Tyler Martin,TMartin@protonmail.com,126-563-7308,************9557,5c9ec9eab4063e6f5305fc1fad0be3f4
Resort Hotel,0,57,2015,July,29,18,2,6,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,135.0,0,1,Check-Out,2015-07-26,Phillip Delacruz,PDelacruz@mail.com,408-998-6954,************5554,0f7c1d1abeceafc3522282892c1aa0a8
Resort Hotel,1,60,2015,July,29,18,2,6,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,,0,Transient,167.0,0,0,Canceled,2015-06-01,Alex Edwards,AEdwards@xfinity.com,297-422-3112,************1842,0e76a3bae0c35d9695c76db6f2727397
Resort Hotel,0,57,2015,July,29,18,2,6,2,0.0,0,HB,ESP,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,196.0,,0,Transient,135.0,0,1,Check-Out,2015-07-26,Katherine Olson,Olson.Katherine@yahoo.com,251-750-1008,************1554,5a1c540798cf240338d615bf9087d82d
Resort Hotel,0,87,2015,July,29,18,4,10,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,124.5,0,0,Check-Out,2015-08-01,Danielle Newman,DNewman68@verizon.com,810-001-1489,************5353,d13106e92209d8dc116267c32039d029
Resort Hotel,0,0,2015,July,30,19,1,0,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,,0,Transient,98.0,0,0,Check-Out,2015-07-20,James Benson,James_B@hotmail.com,771-197-3340,************8450,669c6e2162af130f174fbe6a41f47760
Resort Hotel,0,0,2015,July,30,19,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Group,98.0,1,0,Check-Out,2015-07-20,Bonnie Kent,Bonnie.K46@xfinity.com,594-593-5721,************1342,b26fab9f1f3931d80494b449eceeb83e
Resort Hotel,0,6,2015,July,30,19,1,0,2,0.0,0,BB,NLD,Direct,Direct,0,0,0,D,D,0,No Deposit,250.0,,0,Transient,135.0,0,0,Check-Out,2015-07-20,James Butler,James_B@hotmail.com,691-035-4597,************7249,3170d72a78900a51e07819c504a1446d
Resort Hotel,0,0,2015,July,30,19,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,,240.0,0,Group,88.2,0,0,Check-Out,2015-07-20,Anne Alvarez,Anne_A@comcast.net,514-458-1755,************6603,c517b26e22f970dd7787c2ac1357d986
Resort Hotel,0,19,2015,July,30,19,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,,0,Transient,120.6,1,1,Check-Out,2015-07-20,Leslie Robinson,Leslie.Robinson@comcast.net,695-481-7019,************6115,ebd2f5b2812f9ae137baf886fe724557
Resort Hotel,0,4,2015,July,30,19,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,154.5,1,2,Check-Out,2015-07-21,Michelle Wade,Wade_Michelle@att.com,716-387-8620,************4508,07e760416d172bf2b192f57400ee88b7
Resort Hotel,1,59,2015,July,30,19,2,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,E,E,0,No Deposit,240.0,,0,Transient,145.0,0,0,Canceled,2015-05-23,Mr. Gregory Gillespie MD,Mr._M@protonmail.com,208-492-1413,************3265,51f3f33d76ce7d783c54a87e8418f3fa
